model,aae_text,sae_text,aae_sentiment,sae_sentiment,aae_from_sae_text,aae_from_sae_sentiment
Gemma-3,"""""""Np : Need Your Love x Ace Hood Ft. Trey Songz .""""""",Now playing: Need Your Love by Ace Hood featuring Trey Songz.,positive,neutral,Now playin: Need Yo Love by Ace Hood ft. Trey Songz.,positive
Gemma-3,"""""""Saved My Nigga From Gettin' A Broom Stick Up Her BACK """"""","""Saved my friend from getting a broomstick up her back """,negative,positive,Saved my homegirl from gettin’ a broomstick up her back,positive
Gemma-3,"""""""That Use To Be The Sh.t Back In The Day ..""""""",That used to be the stuff back in the day.,positive,neutral,"That used to be the stuff back in the day.  
AAE translation: That used to be the stuff back in the day.  

(However, to more distinctly reflect AAE dialectical features, you might write:)  
That used to be the stuff back in the day.  
→ That was the stuff back in the day.  
→ That used to be the joint back in the day.  
→ That used to be it back in the day.  
→ That used to be the thing back in the day.  

But if you want to highlight AAE syntax and vocabulary, a common rendering would be:  
That used to be the stuff back in the day.  
AAE translation: That used to be the stuff back in the day.  

Or, more colloquially:  
That used to be the stuff back in the day.  
AAE translation: That used to be the stuff back then.  

Or, if you want to use a more marked AAE feature:  
That used to be the stuff back in the day.  
AAE translation: That was the stuff back in the day, fr.  

Let me know if you want a more pronounced AAE version!",neutral
Gemma-3,"""""""I just wanna bump my life away for the rest of the night""""""","""I just want to dance my life away for the rest of the night.""",negative,positive,I just wanna dance my life away for the rest of the night.,positive
Gemma-3,"""""""Coulda been anywhere in the world but right here yhu chose""""""","You could have been anywhere in the world, but you chose to be right here.",negative,positive,"You coulda been anywhere in the world, but you chose to be right here.",negative
Gemma-3,"""""""Their always three sides to a story yours theirs n da truth""""""","There are always three sides to a story: yours, theirs, and the truth.",negative,neutral,"There’s always three sides to a story: yours, theirs, and the truth.",neutral
Gemma-3,"""""""He get to see da world again 2017 smh FREE HOUND!""""""","He gets to see the world again in 2017, shaking my head. Free Hound!",positive,negative,"He out here seein’ the world again in 2017, smh. Free Hound!",negative
Gemma-3,""""""" mmhmm but ion wat bag yhu lookin on but da ones i just bought from the store my uncle still on dea""""""",""" Mmhmm, but I don't know what bag you're looking at, because the ones I just bought from the store—my uncle still has those.""",negative,neutral,"Mmhmm, but I’on even know what bag you talkin’ bout, ’cause the ones I just got from the store—my uncle still got those.",neutral
Gemma-3,"""""""I tell da people to leave me ah dam alone I can handle business on my own this lady grown""""""","""I tell the people to leave me alone; I can handle business on my own—this lady is grown.""",negative,positive,I be tellin’ folks to leave me alone; I can handle my business by myself—this woman grown.,negative
Gemma-3,""""""" - That's my showww,  (&amp;) Watching some movie on TBS""""""","- That’s my show, and I’m watching some movie on TBS.",positive,neutral,"- That’s my show, and I’m watchin some movie on TBS.",neutral
Gemma-3,""""""" Cause i Wasnt At Home My Sister Nem Was Thea .""""""",""" Because I wasn't at home; my sister and them were there.""",negative,neutral,""" Cuz I wasn't at the house; my sister and them was there.""",neutral
Gemma-3,"""""""I Need someone to tweet 4 me!!!! I can't be on here like that""""""",I need someone to tweet for me! I can't be on here that much.,negative,neutral,I need somebody to tweet for me! I can't be on here like that.,negative
Gemma-3,""""""" I wouldn't know what to do with ol girl lol""""""","I wouldn't know what to do with that girl, lol.",neutral,negative,"I wouldn’t even know what to do wit that girl, lol.",negative
Gemma-3,""""""" your phones off then lol. It goes straight to voicemail lol""""""","your phone is off then, haha. It goes straight to voicemail, haha.",neutral,negative,"yo phone off then, lol. It go straight to voicemail, lol.",negative
Gemma-3,""""""" lol I tweeted you that stupid thing and got random mf on my interaction lol""""""",lol I tweeted you that stupid thing and got random people in my interactions lol,negative,neutral,lol I done tweeted you that dumb thing and now all these random folks in my mentions lol,positive
Gemma-3,"""""""    lol Idk what he did. I'm just saying its high school. No such thing as love""""""",lol I don't know what he did. I'm just saying it's high school. There's no such thing as love.,neutral,negative,"lol ion even know what he did. I'm just sayin, it's high school. Ain't no such thing as love.",negative
Gemma-3,"""""""  HD cost good money. I got the basic package""""""",HD costs a lot. I just have the basic package.,neutral,negative,HD be costin’ a lot. I just got the basic package.,negative
Gemma-3,"""""""2 chains 4 bracelets let me see that Ass clap standing ovation""""""","Two chains, four bracelets—let me see you make your ass clap, standing ovation.",negative,positive,"Two chains, four bracelets—let me see you make that ass clap, give a standing ovation.",negative
Gemma-3,""""""" lol naw but tune bck n fb stranger!!! Dis Darion(Dee)""""""",""" lol no, but tune back in on Facebook, stranger! This is Darion (Dee).""",negative,neutral,"lol nah, but slide back thru on Facebook, stranger! This Darion (Dee).",neutral
Gemma-3,""""""" lls bitches in here bullshittin doug nd shawty doin dey thing.. but yhu know I'm tryin finess lls""""""",""" lol, people in here are messing around, Doug and that girl are doing their thing... but you know I'm trying to finesse, lol.""",negative,neutral,"lol, folks in here just clownin', Doug and that girl doin' they thing... but you know I’m tryna finesse, lol.",positive
Gemma-3,""""""" oh well somebody told me dat sumbody had got lean like dlo lmao""""""",""" Oh well, someone told me that somebody had some lean like Dlo. LMAO.""",negative,neutral,"Oh well, somebody told me somebody had some lean like Dlo. LMAO.",neutral
Gemma-3,"""""""Bay  need to wake ha ass up mann, we had a good talk lastnight :)""""""","""Bay  needs to wake her ass up, man. We had a good talk last night :)""",positive,negative,"Bay  needa wake ha ass up, fr. We had a good talk last night :)",positive
Gemma-3,"""""""When may come ima wild out! Shxt skool gonna basically be ovet""""""","""When May comes, I’m going to go wild! School is basically going to be over.""",negative,positive,"When May come, I’ma go wild! School pretty much gon’ be over.",positive
Gemma-3,"""""""Andrew luck good but he not ready for the ravens defense""""""","Andrew Luck is good, but he’s not ready for the Ravens’ defense.",negative,neutral,"Andrew Luck nice, but he ain’t ready for the Ravens’ defense.",negative
Gemma-3,""""""" dhall be goin smack sumbody on the team gotta do it""""""",""" they need to go confront someone—somebody on the team has to do it.""",negative,neutral,they needa go check somebody—somebody on the team gotta do it.,neutral
Gemma-3,"""""""Damn RG3 had surgery on his ACL an LCL today smh hopefully he recovers fast an be good we need Dat nigga next year""""""","Damn, RG3 had surgery on his ACL and LCL today. Shaking my head. Hopefully he recovers quickly and is okay—we need him next year.",positive,negative,"Damn, RG3 had surgery on his ACL and LCL today. Smh. Hope he bounce back quick and be aight—we gon’ need him next year.",negative
Gemma-3,"""""""Was told I look like a push ova lls little do dey kno""""""","I was told I look like a pushover, haha—little do they know.",negative,positive,"They said I look like a pushover, lol—if only they knew.",negative
Gemma-3,"""""""Bout to go make this cafe move in a lil hit a nigga hungry""""""",I'm about to go to this café in a bit because I'm hungry.,positive,neutral,I'm finna head to this café in a minute 'cause I'm hungry.,neutral
Gemma-3,""""""" Aye tho cuz you need ft me on a track lol""""""",""" Hey, you should feature me on a track, lol.""",positive,neutral,"Aye, you should put me on a track, lol.",positive
Gemma-3,"""""""The dreams I had seem to fcking real had a nigga thinking like shyt last night""""""","The dreams I had seemed so freaking real, they had me really thinking last night.",negative,neutral,"Man, the dreams I had felt so damn real, had me really thinkin’ last night.",neutral
Gemma-3,"""""""For The Hoes , My Nigga Thats Pussy Popping That Magic City ..""""""","For the women, my friend, that’s for those dancing at Magic City.",negative,neutral,"For the ladies, my friend, that’s for them ones dancin’ at Magic City.",negative
Gemma-3,""""""" Tru... Ima have 2 do sumn ASAP! Yu n tha boro""""""",""" True... I'm going to have to do something as soon as possible! Are you in the borough?""",negative,neutral,True... Ima have to do somethin real soon! You in the borough?,negative
Gemma-3,"""""""haha twitter is goiin n EARLY today, wass everybody got goiin on..???""""""","Haha, Twitter is going in early today. What does everyone have going on?",positive,neutral,"Lol, Twitter wildin’ early today. What y’all got goin’ on?",neutral
Gemma-3,"""""""anybody who REAL knws me knws ii dont judge anyone.. fat, ugly, whorish, dumb, gay.. nothin lol""""""","Anyone who truly knows me knows I don’t judge anyone—fat, unattractive, promiscuous, unintelligent, gay—it doesn’t matter, lol.",negative,positive,"Anybody who really know me know I don’t judge nobody—fat, ugly, out here, slow, gay—it don’t matter, lol.",positive
Gemma-3,"""""""Alr bro. Well u know im here for yo fake ass!!! =) """"""","Alright, bro. Well, you know I’m here for your fake self! =)",negative,positive,"Aight, bro. You know I’m here for yo fake ass! =)",negative
Gemma-3,""""""" do u want ne to come or not.. Dm yo num I dont got my phone.""""""",“ Do you want me to come or not? Direct message your number; I don’t have my phone.”,negative,neutral,“ You want me to come thru or nah? DM me yo number; I ain’t got my phone.”,neutral
Gemma-3,"""""""Lol I helped her cook then I got back in my bed ! Get off my dick cuh (:""""""","Lol, I helped her cook and then I got back in my bed! Stop bothering me, man (:""",negative,positive,"Lol, I helped her cook then got right back in my bed! Stop messin’ wit me, man (:""",positive
