aae_text,sae_text
"""""""Dnt trust me ill ro6 yo azz especially the flexing n fucc nigga""""""","Don't trust me, I'll rob you—especially those who are showing off and fake people."
"""""""Every time 106nPark get a new stage that shit 6e turn up like a fucn clu6""""""","Every time 106 & Park gets a new stage, it turns up like a club."
"""""""Every 6ody talm 6out they crew in clu6 aries Friday all dwn my TL Cuz""""""","""Everyone is talking about their crew in Club Aries this Friday all down my timeline because"""
"""""""He mad cuz iaint call nd txt hym last nite he tom bout wad I was doin.....nun bae""""""","He’s upset because I didn’t call or text him last night. He’s asking what I was doing… nothing, babe."
""""""" fuck on nigga ikno where u stay ill fire bomb yo shit lop""""""",""" fuck you, man. I know where you live—I’ll firebomb your place, loser."""
"""""""Everybody gotta throw the pradas on fa my mans al b""""""",Everyone has to put on their Pradas for my man Al B.
"""""""FLOOD BOY MAFIA ain't nobody stopping us feds tryna watch shootem right in the binoculars""""""",FLOOD BOY MAFIA—no one is stopping us. The feds are trying to watch; shoot them right through the binoculars.
""""""" I'm on my way at yo shit u bout to leave""""""",""" I'm on my way to your place—are you about to leave?"""
"""""""Kenya wakk af for dat ! So yu wanna mke a wrkout tape now""""""",Kenya walked off for that! So you want to make a workout tape now?
""""""" lmao I never said she was fat I just said she had a fat ass lol. But yea I bet my daddy would say that aunt sissy was fat lol""""""","haha, I never said she was overweight, I just said she had a big butt. But yeah, I bet my dad would say that Aunt Sissy was overweight."
"""""""If You A FEMALE In The 7th Grade Dont Be Putting Pictures Of You Smoking &amp; Drinking W/ Yo Lil Friends ... That Shit Not Cute ...""""""","If you are a girl in the 7th grade, don’t post pictures of yourself smoking and drinking with your little friends. That’s not cute."
"""""""I Miss My Poohbear , Imma Call Her In A Few .""""""",I miss my Poohbear. I'm going to call her in a few minutes.
"""""""I Cant Take This Shit ... &amp; Where TF Is He When I Need Him ?""""""",I can't take this... And where the hell is he when I need him?
"""""""Im Really Fed Up W/ People BS Forreal Forreal ... Im Getting To My End Point To Just SNAP .""""""","I'm really fed up with people's nonsense, for real. I'm reaching my breaking point and about to snap."
"""""""Salvation belongeth unto the lord: thy blessing is upon thy people. - Ps. 3:8""""""",Salvation belongs to the Lord; His blessing is upon His people. - Psalm 3:8
"""""""The Lord shall preserve thee from all evil: he shall preserve thy soul. - Ps. 121:7""""""","""The Lord will protect you from all evil; He will protect your soul. - Psalm 121:7"""
"""""""If thou be wise, thou shalt be wise for thyself: but if thou scornest, thou alone shalt bear it. - Prov. 9:12""""""","If you are wise, you will benefit from your wisdom; but if you mock others, you alone will suffer the consequences. - Prov. 9:12"
"""""""TNT fucking up by not having any basketball games on tonight""""""",TNT is messing up by not having any basketball games on tonight.
"""""""She should of listened to me, almost got ran down by the boys""""""",She should have listened to me; she almost got run over by the boys.
"""""""Was tired on the way home and now I'm wide awake""""""","I was tired on the way home, and now I’m wide awake."
"""""""Funny how people only pray and go to church during hard times and stop when it's all good""""""","It’s interesting how people only pray and go to church during difficult times, but stop when everything is going well."
"""""""   lmao with tmac at the 2 and spider man at the point""""""",Laughing so hard—with T-Mac at shooting guard and Spider-Man at point guard.
"""""""I never knew that Alicia Keys shot the Teenage Love Affair at Drew""""""",I never knew that Alicia Keys filmed Teenage Love Affair at Drew.
""""""" I'm loyal to all my teams, struggling or not but yea he solid""""""","I’m loyal to all my teams, whether they’re struggling or not, but yes, he’s solid."
""""""" iight I'm in irv center getting food, I'll send it when I'm back at the crib""""""",""" Alright, I'm in Irv Center getting food. I'll send it when I'm back at home."""
"""""""Never ever washing and straightening my own hair ever again. It's too much!""""""",I am never going to wash and straighten my own hair again. It’s just too much!
"""""""You should be able to hang out  together, do fun things, be adventurous/spontaneous together. Be yourselves around each other.""""""","You should be able to spend time together, do fun things, and be adventurous or spontaneous together. Be yourselves around each other."
""""""" no I'm asking how are you going back so soon?""""""",""" No, I'm asking how you are going back so soon?"""
"""""""So they tell us this semester will be the most difficult one for my program. I'm ready.""""""","""They told us that this semester will be the most difficult one in my program. I'm ready."""
""""""" just had a dream and you were in it. Lol""""""",I just had a dream and you were in it. Lol
""""""" she has powerand a good spirit and the inside is what makes you beautiful, in my opinion.""""""","She has power and a good spirit, and in my opinion, it’s what’s on the inside that makes you beautiful."
""""""" you're gorgeous sis ducks gne quack cuz they're no competition Bump wht they saying u knw whts up Steve love it #noworries""""""","you're gorgeous, sis. Ducks are going to quack because they're no competition. Ignore what they're saying—you know what's up. Steve loves it. #noworries"
"""""""it amazes me how big bro got all them ppl who ain't even know me to tweet #CampaignMarley but mfs who know me personally won't Smh""""""","It amazes me how he got all those people who don’t even know me to tweet #CampaignMarley, but the people who know me personally won’t. Shaking my head."
""""""" dat's yo claim to fame period.. but i'm not a tweeter, so if i'm that disrespectful u know exactly where i'm at""""""",""" that's your claim to fame, period. But I'm not someone who tweets much, so if I'm that disrespectful, you know exactly where I am."""
""""""" that's when niggas piss me off notice i ain't call u or yo name keep that clown shit down cuz shit get real #fuckdatrapshit""""""",""" that's when people make me angry. Notice I didn't mention you or your name. Keep that foolishness to a minimum because things can get serious. #forgetthatrapstuff"""
"""""""Smh iight i'm officially worried..  better str8 cuz if not i'm ridin up there nbs""""""","Shaking my head, alright, I’m officially worried.  better be okay because if not, I’m coming up there, no bull."
"""""""Goin to the hospital because ur too drunk is the fuckin dumbest thing to me.. ain't that turnt up in the world. better learn yo fuckin limit""""""",Going to the hospital because you’re too drunk is the absolutely dumbest thing to me. There’s nothing that exciting in the world. You’d better learn your limit.
""""""" Yall forgot  ,  , and the rest of  #Chicago""""""","You all forgot , , and the rest of  #Chicago"
"""""""What's happens between me &amp; your bitch doesn't say between us I want you to know""""""",What happens between your girlfriend and me doesn't affect things between us—I want you to know that.
"""""""I wish I had some weed uo in my system cause I'm about two seconds from flipping out""""""",I wish I had some weed in my system because I'm about two seconds away from losing it.
"""""""Wonder if rob would be mad if I fall alsleep after I get out then shower""""""",I wonder if Rob would be upset if I fall asleep after I get home and then take a shower.
"""""""Fuck Dora boots and thievin as fox.....OK OK I lost my remote...""""""","“Forget Dora, Boots, and that thieving fox... Okay, okay, I lost my remote...”"
"""""""I say I'm back to the old me &amp; my old bitches get excited""""""","""I say I'm back to my old self, and my ex-girlfriends get excited."""
"""""""Money trees is the perfect place for shade, &amp; thas just how I feel""""""","""Money trees are the perfect place for shade, and that's just how I feel."""
""""""" thas a lot of majors thou. Just keep pushn, get that degree""""""",""" that's a lot of majors though. Just keep pushing, get that degree."""
""""""" ayo them beats you be rlly makin em or they be spam? I never listened because i thought somebody hacked your shit""""""",""" Hey, do you actually make those beats yourself or are they just spam? I never listened because I thought someone had hacked your account."""
"""""""Juug juug juug juug juug juug juug juug juug, bitch dont even kniw it she don met the damn plug""""""","Hustle, hustle, hustle, hustle, hustle, hustle, hustle, hustle, hustle—she doesn’t even know it, she just met the actual supplier."
