aae_text,sae_text,aae_context,aae_continuation,sae_context,sae_continuation
Money ain't a thang bitch that's a lie it only controls ery bitch that's alive. (Rick Ross),"Money isn’t a thing, but that’s a lie—it controls every person who’s alive. (Rick Ross)",Money ain ' t a thang bitch that ' s a lie it only controls ery bitch that ' s,alive . ( Rick Ross ),"Money isn ’ t a thing , but that ’ s a lie — it controls every person who ’ s",alive . ( Rick Ross )
"""  -___- I only do clear. If it aint clear, dont touch me. AND NO GLITTER""","""  -___- I only use clear. If it isn’t clear, don’t touch me. AND NO GLITTER.""",""" - ___ - I","only do clear . If it aint clear , dont touch me . AND NO GLITTER """,""" - ___ - I","only use clear . If it isn ’ t clear , don ’ t touch me . AND NO GLITTER . """
""": thank god for Jamirria & M&M cus i sure was finna go home lol dont forget. Practice tomorrow and thursday also""",""": Thank God for Jamirria and M&M because I definitely was about to go home, lol. Don’t forget: practice is tomorrow and Thursday as well.""",""" : thank god for Jamirria & M & M cus i sure was finna","go home lol dont forget . Practice tomorrow and thursday also """,""" : Thank God for Jamirria and M & M because I definitely was about to go home , lol . Don ’ t forget :","practice is tomorrow and Thursday as well . """
Girl call me jolly rancher cause I stay so hard you can suck me for a long time OH MY GAWD,"Girl, call me Jolly Rancher because I stay so hard you can suck me for a long time. Oh my God.",Girl call me jolly rancher cause I stay so hard you can suck me for a long,time OH MY GAWD,"Girl , call me Jolly Rancher because I stay so hard you can suck me for a long",time . Oh my God .
cut it bk on && have a ass load of txt messages...epecially dem two from ya lil boo,Turn it back on and have a ton of text messages... especially those two from your little crush.,cut it bk on & & have a,ass load of txt messages . . . epecially dem two from ya lil boo,Turn it back on and have a ton of text messages . . . especially,those two from your little crush .
hey guys good morning...... God is working.... you might not see it.. but you will feel it soon,"Hello everyone, good morning. God is working. You might not see it, but you will feel it soon.",hey guys good morning,. . . . . . God is working . . . . you might not see it . . but you will feel it soon,"Hello everyone , good morning . God","is working . You might not see it , but you will feel it soon ."
I'm an old soul ...  Lol sitting here in the dark watching this corny BET blackstar movie,"I have an old soul... Lol, I'm just sitting here in the dark watching this corny BET Black Star movie.",I ' m an old soul . . . Lol sitting here in,the dark watching this corny BET blackstar movie,I have an old,"soul . . . Lol , I ' m just sitting here in the dark watching this corny BET Black Star movie ."
S/O to umes..... Mehn I love my school ... We was deep at Eden last night.... Seen niggaz I ain't seen since I graduated,"Shout out to UMES. Man, I love my school. We had a big group at Eden last night. I saw people I haven't seen since I graduated.",S / O to,umes . . . . . Mehn I love my school . . . We was deep at Eden last night . . . . Seen niggaz I ain ' t seen since I graduated,"Shout out to UMES . Man , I love my",school . We had a big group at Eden last night . I saw people I haven ' t seen since I graduated .
I'm off until freakin Monday... This shit is strange ... Haven't had these many days off in like 4 years,I’m off until freaking Monday… This is strange… I haven’t had this many days off in about four years.,I ' m off until freakin Monday . . . This shit is strange . . . Haven ' t had these many days off,in like 4 years,I ’ m off until freaking Monday … This is strange … I haven ’ t had this many days off,in about four years .
Bitches be lying on twitter to to look good...idiot I know u in real life... Cuz we all know twitter ain't real,"People lie on Twitter to look good... Idiot, I know you in real life... Because we all know Twitter isn't real.",Bitches be lying on,twitter to to look good . . . idiot I know u in real life . . . Cuz we all know twitter ain ' t real,"People lie on Twitter to look good . . . Idiot , I know you in real life . . . Because we all know Twitter",isn ' t real .
Lol bulbs for my headlights cost $99 a piece... Like this can't be real life,"Lol, the bulbs for my headlights cost $99 each... Like, this can't be real life.",Lol bulbs for my headlights cost $ 99 a piece . .,. Like this can ' t be real life,"Lol , the bulbs for my headlights cost $ 99 each . . .","Like , this can ' t be real life ."
I like butt pics ... Wat u talkin bout... Lol men like that shit,"I like pictures of butts ... What are you talking about... Lol, men like that stuff.",I like butt pics . . . Wat u talkin bout . . .,Lol men like that shit,"I like pictures of butts . . . What are you talking about . . . Lol , men",like that stuff .
That niggah that just told you that you was beautiful is ugly af BB,"That guy who just told you that you were beautiful is really ugly, BB.",That niggah that just told you,that you was beautiful is ugly af BB,That guy who just told you,"that you were beautiful is really ugly , BB ."
""": Glad My Dude Aint No Here , He Wouldve Told Dudee Some Words #Kmsl""",""": I'm glad my friend isn't here; he would have said something to that guy. #Kmsl""",""" : Glad My Dude Aint No Here , He Wouldve Told Dudee Some","Words # Kmsl """,""" : I '","m glad my friend isn ' t here ; he would have said something to that guy . # Kmsl """
I HATE WHEN I SAY SUM FUNNY A FEMALE GOTTA GO AND SAY IT TEW SOMEBODY ELSE A WEEK LATER... I BEE LIKE B***H STFU WHY YU STILLING LINES,"I hate when I say something funny and then a woman has to go and say it to someone else a week later... I’m like, “Girl, shut up, why are you stealing lines?”",I HATE WHEN I,SAY SUM FUNNY A FEMALE GOTTA GO AND SAY IT TEW SOMEBODY ELSE A WEEK LATER . . . I BEE LIKE B * * * H STFU WHY YU STILLING LINES,"I hate when I say something funny and then a woman has to go and say it to someone else a week later . . . I ’ m like , “ Girl , shut up , why",are you stealing lines ? ”
"""We all know Sophia stay lying... Even w/ a straight face... Talking about I'm lying, it really was randomly calling people.""","We all know Sophia is always lying... Even with a straight face... Saying that I’m lying, when it was really her randomly calling people.",""" We all know Sophia stay lying . . . Even w / a straight face . . . Talking about I ' m lying , it really was","randomly calling people . """,We all know Sophia is always,"lying . . . Even with a straight face . . . Saying that I ’ m lying , when it was really her randomly calling people ."
Its always funny to see arguments between these two on twitter where's Dob hes usually in them!,It’s always funny to see arguments between these two on Twitter. Where’s Dob? He’s usually involved in them!,Its always funny to see arguments between these,two on twitter where ' s Dob hes usually in them !,It ’ s always funny to see arguments between these,two on Twitter . Where ’ s Dob ? He ’ s usually involved in them !
I swear sum of the things niggas say n will do to get a piece of pussy. No Thanks I'll pass.,"I swear, some of the things guys say and will do to get sex. No thanks, I'll pass.",I swear sum of the things niggas say n will do to get a piece of pussy .,No Thanks I ' ll pass .,"I swear , some of the things guys say and will do to get sex",". No thanks , I ' ll pass ."
I felt bad an tried 2 help a nigga...but I ain't jumping outta window if he ain't jumpin out 4 me....point blank... Fuck a Friendship,I felt bad and tried to help someone... but I’m not going out of my way for him if he wouldn’t do the same for me. Period. Forget the friendship.,I felt bad an tried 2,help a nigga . . . but I ain ' t jumping outta window if he ain ' t jumpin out 4 me . . . . point blank . . . Fuck a Friendship,I felt bad and,tried to help someone . . . but I ’ m not going out of my way for him if he wouldn ’ t do the same for me . Period . Forget the friendship .
