sae_text,aae_text
This is my last one. #IGotAThingFor seeing her and making her happy :D,This my last one. #IGotAThingFor seein’ her an’ makin’ her happy :D
"I swear that guy named A.J. is a clown, always in my girlfriend's inbox! #boycrazy","I swear that dude A.J. a whole clown, always up in my girl inbox! #boycrazy"
"Lmao, so I just called and he forwarded me. It’s all good—I’m about to eat and then go to sleep.","Lmao, so I just called and he done forwarded me. It’s all good—I’m ’bout to eat then knock out."
I swear I hate talking to this lady about anything; she swears she’s right about everything!,I swear I hate talkin’ to this lady ’bout anything; she swear she right ’bout everything!
"I'm finally about to fight this kid, no joke. He says he's on his way, and yes, I'm talking about A.J.","I’m really ’bout to fight this kid, no cap. He say he on his way, and yeah, I’m talkin’ ’bout A.J."
But you have one woman who’s going to stand by you. #I’m her,But you got one woman who gon’ stand by you. #I’m her
Do you all think I will get my call back from My Strange Addiction?,Y’all think I’ma get my call back from My Strange Addiction?
"Taking the stage today at ShapeShift Lab with Millie . Doors open at 6, showtime is at 7. Don’t miss it. #MRRG","Hittin’ the stage today at ShapeShift Lab wit Millie . Doors open at 6, show start at 7. Don’t miss it. #MRRG"
Waiting to go on stage. Trying to perform and then go catch this Heat game.,Waitin’ to go on stage. Tryna perform then go catch this Heat game.
"The way Wade and LeBron have been playing, it's not looking good for Celtics pride, lol.","The way Wade and LeBron been playin’, it ain’t lookin’ good for Celtics pride, lol."
"Grinding like I'm grinding, hustling like I'm hustling. You can't walk a mile in my Air Maxes.","Grindin’ how I grind, hustlin’ how I hustle. You couldn’t walk a mile in my Air Maxes."
"I want to be in a relationship, but I don't need a relationship. Right now.","I wanna be in a relationship, but I don't need one. Not right now."
"I was going to call and get everything off my chest, but people are not in the mood.","I was finna call and get everything off my chest, but folks ain’t in the mood."
"""It seems like when you are mad, everyone's tweets are agreeing with you.""","Seem like when you mad, everybody’s tweets be agreein’ wit you."
"I didn’t mean a word that I said, and I was hoping you would come back.","I ain’t mean nothin’ I said, and I was hopin’ you’d come back."
"Thank you, Jesus! New year, new person. Get with it or move on!","Thank you, Jesus! New year, new me. Get wit it or gone on!"
We might as well... It's 2013! Happy New Year to you.,Might as well... It’s 2013! Happy New Year to you.
"Let's talk about hating, because I get a lot of that! Let's talk about money because I get a lot of that! I'm not afraid to say so! You're not taking anything from me!","Let’s talk bout hatin’, ’cause I get a whole lotta that! Let’s talk bout money, ’cause I get a whole lotta that too! I ain’t scared to say it! You ain’t takin’ nothin’ from me!"
Jeezy has to be some kind of relative of mine! Our feelings are the same.,Jeezy gotta be some kinda kin to me! We feelin’ the same way.
"You can do your thing, girl, it's okay to show off! But there's still one rule, player: don't get caught.","You can do yo thang, girl, it’s cool to flex! But there’s still one rule, playa: don’t get caught."
"#RNS... I come into all my relationships knowing I’m going to get played! So when it happens, if it happens, IT’S NO BIG DEAL, it is what it is.....","#RNS... I come in all my relationships knowin I’ma get played! So when it happen, if it happen, IT AIN’T NO BIG DEAL, it is what it is....."
"You make me feel like all of my dreams have come true! That’s why I do the things that I do, because of the feeling I get from you… yeah, yeah.","You make me feel like all my dreams done came true! That’s why I do what I do, ‘cause of how you make me feel… yeah, yeah."
"You don't know me for being fake, so don't act like it!","You don’t know me for bein’ fake, so don’t come actin’ like it!"
"I earned mine through hard work, so I’m used to it.","I got mine from puttin’ in work, so I’m used to it."
There’s something about making a woman smile. That look alone has me completely captivated!,It’s just somethin’ ’bout makin’ a woman smile. That look right there got me all the way caught up!
"Talking about a diet, I might walk into the house with everything—Waffle House, Steak 'n Shake, Three Square Diner... Lol... They can't say no.","Talkin’ bout a diet, I might pull up to the crib wit everything—Waffle House, Steak 'n Shake, Three Square Diner... Lol... Ain’t nobody gon’ tell me no."
"""It's the way you're serving; that's why your phone isn't getting any calls...""",It’s how you servin’; that’s why yo phone ain’t gettin’ no calls…
Something told me to turn around! My dumb self had left my door open and unlocked!,Somethin’ told me to turn ‘round! My silly self done left my door wide open an’ unlocked!
Why does my barber always remind me about the few gray strands of hair I have growing under my chin?,Why my barber always gotta point out the lil gray hairs I got growin’ under my chin?
"Her friend calls her ""bitch,"" and it's all fine. I call her ""bitch,"" and she goes crazy... #NopeBitch","Her homegirl call her ""bitch,"" and it's cool. I say ""bitch,"" and she start wildin'... #NopeBitch"
She doesn’t need a man for anything except sex and someone to lean on! She has a Ph.D. and is living in her dream home!,She don’t need no man for nothin’ but sex and somebody to lean on! She got a Ph.D. and livin’ in her dream house!
My mother says to stay on the porch if you are not about that life!,My mama say stay on the porch if you ain’t ’bout that life!
"All of you Grafa women see these guys showing off on you right now. When they get off Twitter, don’t let them come over there! #CallMe","All y’all Grafa women see these dudes flexin’ on y’all right now. When they log off Twitter, don’t let ’em slide through! #CallMe"
"Like the Energizer Bunny, take a licking and keep on ticking.","Just like the Energizer Bunny, I take a lickin’ and keep on tickin’."
"You should have seen those guys running though! I don’t run! I handle my own! I’m right here, right now! #Legends","You shoulda seen them dudes runnin’, tho! I don’t run! I handle mine! I’m right here, right now! #Legends"
No one is believing that very large young woman! She just had fake papers about me! #GoGetASnack,Ain’t nobody believin’ that big ol’ girl! She just came through wit’ some fake papers on me! #GoGetASnack
You all better stay out of my lane! Because I will run over you without any problem.,"Y’all betta stay out my lane! ’Cause I’ll run right over you, no problem."
I hate it when your ex criticizes the guy and his position!,I can’t stand when your ex be talkin’ down on the dude and his spot!
"I don’t have anything to hide, so stop asking about me, getting people to call me, and stalking my Facebook and Twitter!","I ain’t got nothin’ to hide, so quit askin’ ‘bout me, gettin’ folks to call me, and stalkin’ my Facebook and Twitter!"
"I'm a little irritated—no son to make me smile, so I'm going to bed early.","I’m a lil irritated—ain’t got my son here to make me smile, so I’m just gon’ head to bed early."
